#{"t_start": 1763592594.412727, "env_id": "None"}
r,l,t
4997.76418,1055,1723.778627
4980.143433,1147,1729.097031
4984.797772,1113,1734.262295
4986.654797,1122,1739.498352
4990.742533,1084,1744.537524
4993.977298,1053,1749.386353
4305.399769,985,1757.317564
4990.890256,1077,1762.281785
4988.287123,1111,1767.44117
4983.53796,1127,1772.719736
4989.810359,1084,1777.741586
4991.860798,1082,1782.856991
5002.427509,1031,1787.65359
4987.228075,1130,1792.909524
4984.924709,1120,1798.114784
4981.826179,1135,1806.645253
4989.599427,1097,1811.737153
5000.227673,1045,1816.567754
4998.542836,1030,1821.341925
4992.291422,1070,1826.313143
4993.341507,1085,1831.29846
4988.578429,1090,1836.310183
4982.174057,1120,1841.463276
4988.344932,1108,1846.521551
4998.2555,1017,1851.192284
5002.676454,1008,1859.086653
4999.823946,1030,1863.813181
5001.600217,1019,1868.508336
4997.737324,1030,1873.21268
5004.601343,1011,1877.838311
5001.971915,1035,1882.547251
4546.655483,999,1887.119776
4990.272155,1091,1892.127473
4989.263883,1076,1897.045706
