#{"t_start": 1763592594.411548, "env_id": "None"}
r,l,t
2483.384678,844,1187.487713
4984.230168,1111,1192.655493
4977.912016,1151,1200.952783
3911.997609,1141,1206.216601
1221.094971,564,1208.805598
1744.467479,679,1211.92848
4977.957622,1178,1217.313504
1283.97704,633,1220.310334
3155.825753,970,1224.792138
2979.831315,1000,1229.378829
4972.89883,1190,1234.847538
4982.885718,1147,1240.17698
4969.030943,1241,1249.272791
4956.895714,1304,1255.360676
4977.485781,1168,1260.760983
4975.707324,1192,1266.388673
4973.645919,1212,1271.975722
4982.012874,1127,1277.189245
4220.676875,1067,1282.127506
4970.988555,1218,1287.737925
1697.27705,693,1290.926282
4978.102033,1158,1299.510202
964.927861,470,1301.691707
963.038641,549,1304.241845
4012.780554,1048,1309.063833
2326.143364,807,1312.773214
4979.124895,1180,1318.242733
4986.79973,1130,1323.431165
4981.741297,1124,1328.629418
4979.792265,1153,1333.964218
4982.314223,1140,1339.23409
4985.185197,1118,1347.636584
2525.634955,790,1351.322066
4975.264024,1208,1356.908603
4985.750544,1139,1362.210182
2684.585239,799,1365.899167
4022.524946,1161,1371.294404
1198.484218,548,1373.858735
4978.778447,1160,1379.219104
4980.186211,1136,1384.510157
4985.229913,1109,1389.645876
4983.28007,1148,1398.310416
4508.203355,1081,1403.362395
4983.982123,1122,1408.565878
4984.928046,1138,1413.840685
3555.326846,915,1418.049611
4981.730371,1143,1423.327921
2499.289677,784,1426.940236
4987.685929,1101,1432.033953
4987.14381,1109,1437.15475
4988.21341,1099,1445.493725
4979.898568,1148,1450.779408
4982.942457,1134,1456.046438
4981.881831,1135,1461.319889
4982.374112,1159,1466.741169
4973.057818,1193,1472.245952
4979.71959,1153,1477.56676
4978.646079,1175,1482.970424
4983.437784,1147,1488.251685
4985.639473,1105,1498.688222
4987.269088,1102,1503.813416
4994.371226,1068,1508.756997
4984.020863,1140,1514.034887
4995.093749,1058,1518.904294
4984.561442,1114,1524.049791
4978.973977,1153,1529.376395
4986.385953,1102,1534.458564
4982.493955,1134,1539.815612
4995.841371,1069,1548.317455
4998.49647,1053,1565.85034
1306.731172,588,1568.548533
4985.948005,1097,1573.558738
4999.533057,1041,1578.351555
4982.774458,1118,1583.509002
4986.972632,1109,1588.607624
4987.963444,1104,1593.75081
4989.251732,1098,1599.04972
4990.585085,1099,1607.479986
4988.822608,1083,1612.559922
4987.35146,1114,1617.750526
4990.733248,1100,1622.879214
4992.042121,1093,1627.97618
4993.937161,1063,1632.942043
4997.904805,1038,1637.760602
4990.992623,1064,1642.704384
4981.160412,1148,1647.996577
4979.087247,1141,1653.298808
2445.321244,746,1660.016943
4999.139546,1051,1664.88253
4982.304213,1137,1670.113931
4996.682487,1042,1674.921043
4991.802053,1097,1679.963044
4983.211818,1116,1685.104951
4986.893371,1114,1690.260232
1190.350375,503,1692.592019
4987.843013,1098,1697.689965
4995.400805,1073,1702.688544
4999.047436,1037,1710.777765
4980.363878,1156,1716.119072
4991.584113,1072,1721.05141
4980.530024,1133,1726.319759
4990.414614,1093,1731.384894
4990.692816,1099,1736.473959
4989.755564,1085,1741.554028
4993.340805,1087,1746.585197
4989.152332,1090,1751.622661
4993.959901,1060,1759.886873
4993.078283,1085,1764.880126
4996.057906,1057,1769.822299
4992.27833,1054,1774.740529
4990.388053,1092,1779.802451
4984.523918,1144,1785.217272
4993.444174,1072,1790.202006
4989.618058,1097,1795.308961
4978.539311,1147,1800.636534
4999.391407,1048,1808.767625
4995.861944,1056,1813.651973
4994.56585,1047,1818.508144
4993.29797,1080,1823.532004
4997.200179,1047,1828.35706
2518.031773,759,1831.838435
4997.445449,1038,1836.617032
4995.100436,1055,1841.468076
4998.663994,1031,1846.17382
4146.719731,984,1850.693233
4998.623624,1037,1858.718942
4997.841025,1025,1863.421412
4996.794616,1068,1868.341364
4994.84283,1071,1873.235771
4989.200018,1084,1878.191971
4998.49665,1047,1882.961611
5004.63444,997,1887.525007
4993.559162,1044,1892.315953
4982.750913,1125,1897.457546
